Date,Energy (mwh),
01-Jun-2007,342878, , , , , , , , , ,
01-Jul-2007,342841, , , , , , , , , ,
01-Aug-2007,339773, , , , , , , , , ,
01-Sep-2007,252896, , , , , , , , , ,
01-Oct-2007,251026, , , , , , , , , ,
01-Nov-2007,251667, , , , , , , , , ,
01-Dec-2007,334269, , , , , , , , , ,
01-Jan-2008,330332, , , , , , , , , ,
01-Feb-2008,246904, , , , , , , , , ,
01-Mar-2008,299480, , , , , , , , , ,
01-Apr-2008,280010, , , , , , , , , ,
01-May-2008,332537, , , , , , , , , ,
01-Jun-2008,348300, , , , , , , , , ,
01-Jul-2008,390255, , , , , , , , , ,
01-Aug-2008,400391, , , , , , , , , ,
01-Sep-2008,323258, , , , , , , , , ,
01-Oct-2008,334416, , , , , , , , , ,
01-Nov-2008,266833, , , , , , , , , ,
01-Dec-2008,354622, , , , , , , , , ,
01-Jan-2009,351731, , , , , , , , , ,
01-Feb-2009,261841, , , , , , , , , ,
01-Mar-2009,270918, , , , , , , , , ,
01-Apr-2009,260215, , , , , , , , , ,
01-May-2009,256049, , , , , , , , , ,
01-Jun-2009,300726, , , , , , , , , ,
01-Jul-2009,371119, , , , , , , , , ,
01-Aug-2009,368500, , , , , , , , , ,
01-Sep-2009,275269, , , , , , , , , ,
01-Oct-2009,284533, , , , , , , , , ,
01-Nov-2009,309335, , , , , , , , , ,
01-Dec-2009,403020, , , , , , , , , ,
01-Jan-2010,400607, , , , , , , , , ,
01-Feb-2010,279082, , , , , , , , , ,
01-Mar-2010,268845, , , , , , , , , ,
01-Apr-2010,265167, , , , , , , , , ,
01-May-2010,267393, , , , , , , , , ,
01-Jun-2010,272373, , , , , , , , , ,
01-Jul-2010,367745, , , , , , , , , ,
01-Aug-2010,366218, , , , , , , , , ,
01-Sep-2010,216568, , , , , , , , , ,
01-Oct-2010,226414, , , , , , , , , ,
01-Nov-2010,368851, , , , , , , , , ,
01-Dec-2010,381791, , , , , , , , , ,
01-Jan-2011,444569, , , , , , , , , ,
01-Feb-2011,424550, , , , , , , , , ,
01-Mar-2011,452747, , , , , , , , , ,
01-Apr-2011,414872, , , , , , , , , ,
01-May-2011,520436, , , , , , , , , ,
01-Jun-2011,633862, , , , , , , , , ,
01-Jul-2011,707908, , , , , , , , , ,
01-Aug-2011,706435, , , , , , , , , ,
01-Sep-2011,441670, , , , , , , , , ,
01-Oct-2011,446274, , , , , , , , , ,
01-Nov-2011,508496, , , , , , , , , ,
01-Dec-2011,562916, , , , , , , , , ,
01-Jan-2012,387975, , , , , , , , , ,
01-Feb-2012,294825, , , , , , , , , ,
01-Mar-2012,274502, , , , , , , , , ,
01-Apr-2012,276239, , , , , , , , , ,
01-May-2012,276300, , , , , , , , , ,
01-Jun-2012,324063, , , , , , , , , ,
01-Jul-2012,397655, , , , , , , , , ,
01-Aug-2012,360275, , , , , , , , , ,
01-Sep-2012,214152, , , , , , , , , ,
01-Oct-2012,220658, , , , , , , , , ,
01-Nov-2012,288007, , , , , , , , , ,
01-Dec-2012,346330, , , , , , , , , ,
01-Jan-2013,349075, , , , , , , , , ,
01-Feb-2013,258860, , , , , , , , , ,
01-Mar-2013,258164, , , , , , , , , ,
01-Apr-2013,235143, , , , , , , , , ,
01-May-2013,256655, , , , , , , , , ,
01-Jun-2013,344340, , , , , , , , , ,
01-Jul-2013,361444, , , , , , , , , ,
01-Aug-2013,337873, , , , , , , , , ,
01-Sep-2013,253313, , , , , , , , , ,
01-Oct-2013,202206, , , , , , , , , ,
01-Nov-2013,231411, , , , , , , , , ,
01-Dec-2013,252612, , , , , , , , , ,
01-Jan-2014,336979, , , , , , , , , ,
01-Feb-2014,246590, , , , , , , , , ,
01-Mar-2014,206953, , , , , , , , , ,
01-Apr-2014,205596, , , , , , , , , ,
01-May-2014,203805, , , , , , , , , ,
01-Jun-2014,259898, , , , , , , , , ,
01-Jul-2014,353863, , , , , , , , , ,
01-Aug-2014,353499, , , , , , , , , ,
01-Sep-2014,266460, , , , , , , , , ,
01-Oct-2014,263532, , , , , , , , , ,
01-Nov-2014,281205, , , , , , , , , ,
01-Dec-2014,377285, , , , , , , , , ,
01-Jan-2015,372622, , , , , , , , , ,
01-Feb-2015,253793, , , , , , , , , ,
01-Mar-2015,278088, , , , , , , , , ,
01-Apr-2015,256303, , , , , , , , , ,
01-May-2015,299141, , , , , , , , , ,
01-Jun-2015,347826, , , , , , , , , ,
01-Jul-2015,471141, , , , , , , , , ,
01-Aug-2015,357187, , , , , , , , , ,
01-Sep-2015,317284, , , , , , , , , ,
01-Oct-2015,264439, , , , , , , , , ,
01-Nov-2015,256235, , , , , , , , , ,
01-Dec-2015,377707, , , , , , , , , ,
01-Jan-2016,372955, , , , , , , , , ,
01-Feb-2016,301565, , , , , , , , , ,
01-Mar-2016,298430, , , , , , , , , ,
01-Apr-2016,287849, , , , , , , , , ,
01-May-2016,304689, , , , , , , , , ,
01-Jun-2016,359731, , , , , , , , , ,
01-Jul-2016,435067, , , , , , , , , ,
01-Aug-2016,407892, , , , , , , , , ,
01-Sep-2016,315493, , , , , , , , , ,
01-Oct-2016,268990, , , , , , , , , ,
01-Nov-2016,276963, , , , , , , , , ,
01-Dec-2016,395485, , , , , , , , , ,
01-Jan-2017,384647, , , , , , , , , ,
01-Feb-2017,307185, , , , , , , , , ,
01-Mar-2017,311760, , , , , , , , , ,
01-Apr-2017,269883, , , , , , , , , ,
01-May-2017,291125, , , , , , , , , ,
01-Jun-2017,346180, , , , , , , , , ,
01-Jul-2017,399069, , , , , , , , , ,
01-Aug-2017,420817, , , , , , , , , ,
01-Sep-2017,305934, , , , , , , , , ,
01-Oct-2017,293858, , , , , , , , , ,
01-Nov-2017,288295, , , , , , , , , ,
01-Dec-2017,339017, , , , , , , , , ,
01-Jan-2018,393563, , , , , , , , , ,
01-Feb-2018,334926, , , , , , , , , ,
01-Mar-2018,363783, , , , , , , , , ,
01-Apr-2018,318183, , , , , , , , , ,
01-May-2018,318472, , , , , , , , , ,
01-Jun-2018,343194, , , , , , , , , ,
01-Jul-2018,383669, , , , , , , , , ,
01-Aug-2018,392929, , , , , , , , , ,
01-Sep-2018,288351, , , , , , , , , ,
01-Oct-2018,268320, , , , , , , , , ,
01-Nov-2018,247770, , , , , , , , , ,
01-Dec-2018,312819, , , , , , , , , ,
01-Jan-2019,335304, , , , , , , , , ,
01-Feb-2019,301515, , , , , , , , , ,
01-Mar-2019,324554, , , , , , , , , ,
01-Apr-2019,294389, , , , , , , , , ,
01-May-2019,299447, , , , , , , , , ,
01-Jun-2019,332022, , , , , , , , , ,
01-Jul-2019,391083, , , , , , , , , ,
01-Aug-2019,412204, , , , , , , , , ,
01-Sep-2019,311839, , , , , , , , , ,
01-Oct-2019,281430, , , , , , , , , ,
01-Nov-2019,280241, , , , , , , , , ,
01-Dec-2019,335656, , , , , , , , , ,
01-Jan-2020,337685, , , , , , , , , ,
01-Feb-2020,296480, , , , , , , , , ,
01-Mar-2020,306997, , , , , , , , , ,
01-Apr-2020,275937, , , , , , , , , ,
01-May-2020,276452, , , , , , , , , ,
01-Jun-2020,289753, , , , , , , , , ,
01-Jul-2020,334887, , , , , , , , , ,
01-Aug-2020,367381, , , , , , , , , ,
01-Sep-2020,261763, , , , , , , , , ,
01-Oct-2020,277012, , , , , , , , , ,
01-Nov-2020,274735, , , , , , , , , ,
01-Dec-2020,304408, , , , , , , , , ,
01-Jan-2021,318914, , , , , , , , , ,
01-Feb-2021,278312, , , , , , , , , ,
01-Mar-2021,284677, , , , , , , , , ,
01-Apr-2021,254046, , , , , , , , , ,
01-May-2021,249016, , , , , , , , , ,
01-Jun-2021,259726, , , , , , , , , ,
01-Jul-2021,303321, , , , , , , , , ,
01-Aug-2021,309641, , , , , , , , , ,
01-Sep-2021,237774, , , , , , , , , ,
01-Oct-2021,183097, , , , , , , , , ,
01-Nov-2021,188664, , , , , , , , , ,
01-Dec-2021,226050, , , , , , , , , ,
01-Jan-2022,252001, , , , , , , , , ,
01-Feb-2022,200770, , , , , , , , , ,
01-Mar-2022,208046, , , , , , , , , ,

*,Min/Max values are based on 30-year period of water years 1980 through 2010. Water years begin on October 1st and end on September 30th.,
**,Inflow is computed based on reservoir release and change in reservoir storage (and reservoir evaporation and change in bank storage when these parameters are accounted for).,
***,Unregulated Inflow adjusts for the effects of operations at upstream reservoirs.  It is computed by adding the change in storage and the evaporation losses from upstream reservoirs to the observed inflow.,
^,Modified Unregulated Inflow applies to Navajo Reservoir only and adjusts the Unregulated Inflow to Navajo Reservoir by the effects of the operation of Azotea Tunnel which exports water from the San Juan River Basin.  It is computed by adding the volume of water exported through the Azotea Tunnel to the Unregulated Inflow for Navajo Reservoir.,
